listings.id,listings.host_id,listings.property_type,listings.room_type,listings.accommodates,listings.price,listings.security_deposit,listings.cleaning_fee,listings.guests_included,listings.extra_people,listings.minimum_nights,listings.availability_365,listings.cancellation_policy,listings.neighborhood_id
2419449,1006034,P1,R1,7,225,150,120,4,40,3,180,C1,1127
2203814,1006034,P1,R1,3,150,150,65,2,40,3,365,C1,1127
7385377,38684671,P1,R1,6,135,100,60,4,40,2,359,C1,1127
8207181,38684671,P1,R1,6,108,100,60,4,40,2,357,C1,1127
7386147,38684671,P1,R1,6,124,100,60,4,40,2,361,C1,1127
5953097,219828,P3,R1,2,157,250,90,1,0,3,331,C2,1127
6222686,219828,P3,R1,10,890,500,480,1,0,1,288,C2,1127
5879310,219828,P3,R1,4,250,300,175,1,0,3,322,C2,1127
5966022,219828,P3,R1,2,107,250,70,1,0,3,320,C2,1127
16364298,2019341,P3,R1,10,300,500,100,6,50,1,257,C1,1127
16239826,2019341,P3,R1,10,350,500,100,10,50,1,271,C1,1127
9507165,33500183,P3,R2,3,40,100,25,2,15,2,0,C1,1127
6421241,33500183,P3,R2,6,45,100,25,2,15,2,0,C1,1127
2274835,9805875,P1,R1,5,109,200,40,3,20,2,0,C2,1127
5309945,9805875,P1,R1,4,99,200,40,2,14,2,45,C2,1127
14933270,93912040,P3,R1,10,300,750,180,1,0,1,178,C1,1127
10855162,56228359,P1,R1,2,108,500,35,1,0,3,0,C1,1127
10910816,2179009,P3,R1,5,110,300,45,2,25,2,34,C1,1127
18133273,124787166,P1,R1,2,93,500,45,2,15,2,120,C1,1127
10887248,51406728,P1,R1,4,99,150,85,4,25,31,90,C2,1127
10985460,51406728,P1,R1,5,89,450,85,4,35,2,85,C2,1127
12388500,35978825,P3,R1,2,75,100,35,2,45,1,88,C1,1127
14184491,49420342,P4,R2,3,275,0,0,2,50,2,357,C1,1127
997365,5480237,P1,R1,7,150,150,75,5,25,1,268,C1,1127
15434182,80390426,P1,R1,2,125,350,65,1,0,1,283,C1,1127
8427257,12162600,P3,R2,2,120,150,50,2,10,2,175,C2,1127
7756863,11492444,P6,R1,8,570,500,100,6,50,3,5,C2,1127
12247289,18595129,P1,R1,5,299,750,125,4,25,2,299,C1,1132
907168,4795909,P1,R1,6,150,200,75,1,0,2,348,C1,1132
1349320,4795909,P1,R1,6,150,200,75,1,0,2,316,C1,1132
890508,4728090,P3,R1,4,249,500,100,4,100,3,333,C1,1132
17592432,26599411,P1,R1,6,249,300,99,1,0,3,175,C1,1132
964640,1624301,P3,R1,7,499,500,175,1,0,3,262,C2,1132
16741664,111052882,P6,R1,7,150,500,150,4,25,2,179,C1,1132
17157448,82359213,P1,R1,4,274,300,50,2,30,2,54,C1,1132
3219765,16304644,P3,R1,11,475,250,150,1,0,3,260,C1,1132
5372867,27852003,P3,R1,2,110,250,65,2,0,2,361,C1,1132
9725239,31857229,P3,R1,6,199,250,145,1,0,3,158,C1,1132
16654739,109430347,P3,R1,6,250,500,120,1,0,2,308,C1,1132
10486779,54057622,P3,R1,9,549,500,155,8,50,3,277,C1,1132
15108159,11363661,P9,R1,4,195,500,110,4,0,2,311,C1,1132
9595821,39839266,P3,R1,6,79,300,125,1,0,2,364,C1,608
5095586,26329658,P1,R1,3,85,100,50,2,45,2,52,C1,608
6105366,4887507,P1,R1,4,140,500,65,2,25,2,365,C1,608
910912,4887507,P3,R1,8,300,500,100,6,25,2,356,C1,608
13802729,81181348,P3,R1,4,175,250,65,1,0,1,216,C1,608
14773664,51248639,P1,R1,4,90,314,70,4,0,30,341,C2,608
5135316,26549435,P3,R1,6,250,250,75,1,0,2,364,C1,608
9184807,3702125,P1,R1,4,111,500,75,3,50,2,296,C1,608
15023926,94839593,P1,R1,4,130,250,75,1,0,1,80,C2,608
5242418,27134095,P1,R1,7,55,250,75,2,15,3,0,C1,608
17142859,113005201,P3,R2,2,110,500,50,2,25,1,265,C2,608
2637023,10478109,P3,R1,6,675,500,150,4,0,2,40,C1,608
6200803,32156535,P1,R1,4,140,200,50,1,0,2,214,C1,608
17010541,29263424,P1,R1,6,200,150,50,4,0,1,68,C1,608
2226543,11362234,P3,R1,12,299,750,135,8,70,2,334,C1,1131
13753621,66649386,P3,R1,5,200,95,50,4,10,2,352,C2,1131
3988545,20676450,P3,R1,10,250,600,218,4,28,2,351,C1,1131
14162220,20676450,P3,R2,2,75,275,58,1,0,2,279,C1,1131
5672442,19926019,P3,R1,4,149,100,75,4,25,3,302,C3,1131
15018533,79540,P1,R1,4,150,200,75,2,20,2,364,C3,1131
2392147,12219447,P5,R1,4,130,500,85,4,25,2,350,C2,1260
5603702,29048742,P1,R1,6,275,400,125,6,50,2,363,C1,1260
9462594,29048742,P3,R1,6,675,500,150,1,0,3,353,C1,1260
11496000,25684584,P3,R1,13,475,800,150,8,25,3,365,C1,1129
6019373,25684584,P3,R1,16,750,800,170,10,25,3,344,C1,1129
15661867,7800915,P3,R2,2,55,100,30,2,30,1,125,C1,1129
5673560,28626155,P3,R1,6,125,200,70,1,0,2,361,C2,1129
5013084,10771288,P1,R1,6,100,300,50,2,50,2,302,C1,1129
8011025,31940848,P1,R1,13,475,495,150,1,0,2,313,C1,1129
2436526,4110682,P3,R1,6,300,400,75,5,25,3,150,C1,1129
18191894,15480373,P3,R1,6,175,250,75,4,15,1,77,C2,1129
6704809,335317,P3,R1,5,150,300,85,1,0,1,98,C3,1129
2907553,4139221,P3,R1,2,175,100,75,1,0,2,352,C1,1133
393492,1017442,P3,R2,2,65,100,30,1,0,2,351,C1,1133
252828,1017442,P3,R2,4,64,100,30,2,25,2,351,C1,1133
9694045,3610952,P3,R2,2,99,100,30,2,100,1,138,C1,1133
15505107,33074032,P1,R1,2,115,100,50,1,0,3,163,C2,1133
15504648,33074032,P1,R1,4,243,100,50,1,0,3,173,C2,1133
1022169,5627272,P3,R2,2,85,100,25,2,25,2,90,C1,1133
864896,4539515,P1,R1,2,195,200,50,1,0,3,365,C1,1133
12570253,31015618,P1,R1,12,169,500,150,4,0,30,215,C2,1133
8632636,18148600,P3,R1,4,111,100,30,4,30,2,342,C1,1133
16258128,48794884,P3,R1,6,175,100,75,5,100,1,43,C3,1133
8987234,29079429,P3,R1,6,170,150,85,6,25,2,174,C2,1133
506391,2496233,P3,R1,6,150,300,75,2,29,3,32,C1,1133
18310336,24418230,P17,R1,4,100,200,50,2,20,2,348,C1,1133
9167401,38293881,P3,R1,6,150,350,125,4,0,2,249,C1,1133
16741902,97426599,P3,R2,4,300,200,100,4,50,2,171,C1,1133
3851244,11423555,P3,R1,6,129,200,75,1,0,2,349,C1,1135
1780732,791011,P1,R1,3,99,275,90,2,35,2,75,C1,1135
4974143,25640817,P3,R1,6,160,250,125,1,0,3,302,C1,1135
13396501,72798369,P8,R1,3,150,250,95,1,0,3,158,C1,1135
857111,564637,P1,R1,5,97,300,75,4,50,3,72,C1,1135
8736555,3667133,P3,R1,4,225,250,50,1,0,2,182,C2,1135
10970182,55205187,P1,R1,4,100,500,80,1,0,2,8,C2,1135
7761238,6977262,P3,R1,4,300,250,75,5,0,1,150,C1,1135
5824413,6977262,P3,R1,4,300,250,75,5,0,1,151,C1,1135
16008926,6977262,P3,R1,8,600,500,150,10,0,1,146,C1,1135
7823932,33658993,P3,R1,4,98,250,50,1,0,2,164,C1,1135
13127446,546475,P1,R1,4,90,100,15,3,25,2,272,C1,1135
4557069,23623763,P3,R1,10,600,500,100,1,0,2,137,C1,1135
14267196,86954060,P1,R1,4,95,100,75,2,25,2,156,C1,1135
879134,3946231,P3,R1,5,450,500,100,4,75,1,365,C1,1135
232990,847253,P3,R2,3,79,100,40,1,20,2,291,C1,1144
14600925,16186589,P1,R2,1,36,500,50,1,0,10,313,C2,1144
11376403,16186589,P1,R2,1,35,500,50,0,0,10,228,C2,1144
14747561,16186589,P1,R2,1,40,500,50,1,0,10,334,C2,1144
8947232,16186589,P1,R2,1,60,500,50,0,0,10,347,C2,1144
13374617,16186589,P1,R2,1,31,500,50,0,0,10,256,C2,1144
12103501,16186589,P1,R2,1,34,500,50,0,0,10,335,C2,1144
12593869,16186589,P1,R2,1,31,500,50,0,0,10,281,C2,1144
13565183,16186589,P1,R2,1,31,500,50,1,0,10,257,C2,1144
13565471,16186589,P1,R2,1,29,500,50,1,0,10,262,C2,1144
11258721,16186589,P1,R2,1,37,500,50,1,0,10,301,C2,1144
12593225,16186589,P1,R2,1,31,500,50,0,0,10,347,C2,1144
9685076,16186589,P1,R2,1,35,500,50,0,0,10,333,C2,1144
9685085,16186589,P1,R2,1,38,500,50,1,0,10,353,C2,1144
14127153,16186589,P1,R2,1,31,500,50,1,0,10,341,C2,1144
12175961,16186589,P1,R2,1,35,500,50,0,0,10,305,C2,1144
737519,1171636,P1,R1,2,120,300,50,1,0,5,341,C1,1144
7356415,914630,P3,R2,6,325,500,100,6,50,2,0,C1,1144
4484747,16442921,P1,R2,1,49,100,45,1,0,3,340,C1,1144
3311675,16442921,P1,R2,1,52,100,50,1,0,5,341,C1,1144
3303860,16442921,P1,R2,2,65,100,49,2,0,3,353,C1,1144
3765014,16442921,P1,R2,1,49,100,49,1,0,4,319,C1,1144
4527029,16442921,P1,R2,1,46,100,49,1,0,5,359,C2,1144
3415434,16442921,P1,R2,1,63,100,50,1,0,4,356,C1,1144
3765289,16442921,P1,R2,2,65,100,40,1,0,4,361,C1,1144
7454966,16442921,P1,R2,2,69,100,45,1,0,2,359,C1,1144
6887926,16442921,P1,R2,2,68,100,45,1,0,1,334,C1,1144
14918425,963111,P1,R1,9,160,100,75,1,0,1,342,C3,1144
13242393,18517776,P1,R2,1,39,300,50,1,0,30,340,C1,1144
13239143,18517776,P1,R2,1,35,300,50,1,0,30,73,C1,1144
1391215,119019,P3,R2,2,50,100,15,1,15,2,342,C2,1144
8566407,21747122,P8,R2,2,115,250,35,1,0,2,19,C3,1144
533152,71783,P1,R1,4,125,500,150,2,10,2,306,C1,1144
531552,71783,P1,R1,5,125,500,150,2,10,2,322,C1,1144
579605,71783,P1,R1,4,125,500,150,2,10,2,326,C1,1144
3539510,71783,P1,R1,6,164,500,150,3,10,2,224,C1,1144
533114,71783,P1,R1,6,168,500,175,2,10,2,313,C1,1144
561769,71783,P1,R1,6,142,500,150,2,10,2,38,C1,1144
530983,71783,P3,R1,9,175,500,200,4,10,2,17,C1,1144
18711,71783,P1,R1,6,126,500,175,3,10,6,337,C1,1144
4447430,21093140,P1,R1,6,300,750,125,1,0,3,279,C2,1144
5844314,30342817,P3,R2,5,100,150,25,2,0,1,40,C3,1144
839265,1997048,P1,R2,1,56,100,25,1,10,3,321,C2,1144
400067,1997048,P1,R2,1,56,100,25,1,10,3,248,C2,1144
826706,1997048,P1,R2,2,72,100,25,2,10,3,256,C2,1144
11389072,1997048,P1,R2,3,119,100,25,3,10,2,309,C2,1144
3641545,6608084,P3,R2,3,68,100,20,1,17,1,0,C3,1144
1332786,6608084,P3,R2,1,47,100,25,1,0,1,183,C3,1144
9279773,9830531,P1,R2,2,70,150,25,1,25,1,86,C2,1144
10234895,52601623,P1,R2,2,55,200,40,1,10,1,331,C1,1144
8291550,43717277,P8,R1,4,150,450,50,1,0,3,40,C2,1144
91588,494453,P8,R2,2,80,100,25,1,35,1,358,C2,1144
13622776,78915790,P1,R1,3,85,95,50,1,0,7,74,C3,1144
3946215,20447366,P1,R2,1,40,100,14,1,0,1,320,C2,1144
10034592,20399668,P1,R2,2,55,150,30,1,0,1,361,C1,1144
13928082,82742837,P1,R1,2,120,300,50,1,0,5,80,C1,1144
1178371,6430732,P1,R2,1,45,150,10,1,0,2,146,C2,1144
536865,2618808,P1,R1,4,109,100,60,4,15,2,299,C2,1144
13767907,80766156,P6,R2,2,60,100,10,1,0,4,0,C2,1144
3628320,2863349,P1,R1,5,130,100,50,2,5,1,274,C3,1144
11767622,6950436,P8,R2,2,118,150,30,1,20,1,76,C1,1146
6088708,6950436,P3,R2,2,128,150,30,1,20,1,59,C1,1146
6151079,6950436,P3,R2,2,118,150,30,1,20,1,79,C1,1146
11653496,6950436,P8,R1,6,330,250,70,4,0,1,64,C1,1146
13969106,67907171,P3,R1,6,232,100,80,1,0,2,62,C3,1146
12534735,67907171,P3,R1,4,156,100,80,1,0,2,70,C3,1146
6296656,9410008,P1,R1,5,250,400,125,3,25,2,336,C1,1146
11008495,53360618,P8,R1,3,147,200,30,1,0,2,143,C3,1146
7855120,1444340,P1,R1,4,220,500,100,1,0,3,327,C1,1146
9460898,1444340,P1,R1,4,189,500,100,1,0,2,325,C1,1146
13863117,19008767,P6,R2,2,119,100,30,1,15,1,334,C1,1146
13864196,19008767,P6,R2,2,125,100,25,1,15,1,330,C1,1146
13550969,26704689,P1,R1,11,330,500,150,4,40,1,356,C1,1146
13532311,26704689,P1,R1,7,250,500,150,2,40,1,160,C1,1146
9013631,26704689,P1,R1,11,250,500,150,3,45,1,340,C1,1146
8596320,23412310,P6,R2,2,130,200,70,1,0,3,200,C1,1146
3415033,16866221,P5,R2,1,150,750,45,1,50,1,356,C1,1146
8930592,4776690,P3,R1,8,99,300,100,6,15,1,83,C1,1146
11020786,4776690,P3,R1,10,199,300,100,5,15,1,0,C1,1146
3792147,6989109,P8,R3,1,89,179,29,1,0,1,357,C1,1146
6911945,36221474,P8,R1,2,170,300,20,2,0,2,2,C2,1146
13333623,17842524,P8,R1,3,150,200,60,1,0,2,0,C2,1146
14693220,74102843,P1,R1,3,150,500,50,2,25,1,6,C2,1146
13586128,1444340,P1,R1,6,315,500,125,1,0,2,332,C1,1149
13414159,76412054,P8,R1,6,234,100,75,4,25,2,126,C2,1149
7321217,38352201,P1,R1,2,200,500,80,1,0,2,309,C2,1149
14487346,4292091,P1,R2,2,80,500,100,1,15,3,341,C3,1149
8454985,15151322,P1,R1,3,225,150,50,3,25,2,160,C2,1149
14296152,38092410,P3,R2,1,55,200,25,1,10,1,341,C1,1149
14013663,3432624,P6,R2,2,195,250,25,1,0,2,57,C2,1149
14013583,3432624,P3,R2,1,135,250,25,1,0,3,57,C2,1149
6886946,36088668,P8,R1,4,225,500,50,1,0,2,11,C1,1149
5620496,22842174,P8,R1,4,165,95,50,1,0,2,87,C2,1149
1102623,5622624,P1,R2,2,125,250,60,1,0,4,156,C2,1149
5684598,29472153,P1,R1,2,199,100,25,1,0,1,248,C3,1149
7633883,814298,P1,R1,6,769,500,125,1,0,2,279,C1,1150
9273978,814298,P1,R1,2,229,500,100,1,0,2,340,C1,1150
6763785,35409793,P1,R2,1,113,350,20,1,0,1,249,C1,1150
2862120,1416883,P1,R3,1,100,300,40,1,50,2,19,C1,1150
6410674,1416883,P1,R2,1,175,300,30,1,30,2,67,C1,1150
6326257,9410008,P1,R1,5,375,425,125,4,40,3,340,C1,1150
6066455,9410008,P1,R1,8,600,600,200,5,40,3,331,C1,1150
5709298,2006852,P1,R1,4,220,150,70,1,0,1,316,C1,1150
2216767,11308029,P1,R1,2,179,300,30,1,0,1,293,C2,1150
4032756,20907980,P1,R1,2,188,500,50,2,0,5,48,C1,1150
2682662,1444340,P1,R1,2,200,500,100,1,0,2,330,C1,1150
9274587,1444340,P1,R1,4,229,500,100,1,0,2,313,C1,1150
7874552,690922,P1,R2,2,130,200,50,1,20,2,347,C1,1150
7996844,690922,P1,R2,2,130,200,50,1,20,2,334,C1,1150
14572100,35742537,P1,R1,3,200,150,100,2,10,3,20,C1,1150
13658522,25578688,P1,R2,2,330,330,40,1,0,1,0,C3,1150
4995033,11206328,P1,R1,3,220,100,40,2,50,2,16,C1,1150
13307513,2946638,P1,R1,3,114,500,80,1,0,30,0,C3,1150
3673104,5361449,P1,R1,3,289,250,75,3,89,6,56,C1,1150
10379031,53427121,P1,R1,2,275,500,100,1,0,3,99,C3,1150
1303261,2120816,P1,R1,2,425,275,55,2,45,2,365,C1,1150
7920759,41766550,P8,R1,4,300,200,100,4,50,2,0,C1,1150
8614167,45290513,P1,R1,3,275,500,100,3,125,3,75,C1,1150
14074739,17887117,P1,R1,2,175,150,30,2,0,2,25,C2,1150
10857914,45651169,P3,R1,8,650,500,200,1,0,4,245,C1,1150
8704161,45692962,P1,R1,4,500,300,50,1,0,2,305,C1,1150
13969217,24273802,P1,R1,3,128,100,35,1,50,2,66,C1,1148
10411383,44617326,P1,R1,5,250,250,95,4,35,1,291,C3,1148
4080000,6331373,P3,R2,3,72,100,20,1,15,1,90,C1,1148
2634499,6331373,P3,R2,2,64,100,20,1,15,1,24,C1,1148
7178893,19646638,P8,R1,4,124,500,60,1,0,2,22,C3,1148
7678756,25716111,P1,R1,2,95,250,69,2,100,4,0,C1,1148
10524612,3594203,P8,R1,4,99,300,99,1,0,2,315,C1,1148
12580274,41542719,P1,R2,1,65,100,10,1,0,1,348,C1,1148
9897713,5275817,P1,R1,3,63,500,50,1,0,1,5,C1,1148
5990808,10545148,P1,R1,4,189,250,50,1,0,2,117,C1,1148
11223924,9410008,P1,R1,4,195,375,80,3,40,2,319,C1,1161
8458210,9410008,P1,R1,6,325,450,100,4,25,2,344,C1,1161
3664031,2006852,P1,R1,4,180,150,80,4,25,4,74,C2,1161
9259184,2006852,P1,R1,4,255,300,85,4,25,1,310,C1,1161
12784064,3137257,P8,R1,6,225,500,140,5,10,3,310,C1,1161
14857923,21184200,P1,R1,5,260,99,60,4,40,1,344,C1,1161
13107648,46702413,P3,R2,4,120,150,25,1,10,3,224,C2,1161
2376518,10250257,P1,R1,4,235,250,75,4,100,3,312,C1,1161
1220971,5578043,P1,R1,5,109,300,85,3,25,1,286,C1,1161
4573238,5578043,P1,R1,4,119,300,90,4,25,1,283,C1,1161
8227206,43384196,P1,R1,2,275,250,100,1,0,2,69,C1,1161
3032367,5695034,P1,R1,2,135,275,25,2,15,2,0,C1,1161
3006311,5695034,P1,R2,2,145,300,25,4,0,2,0,C1,1161
13642397,79163790,P1,R1,2,120,250,50,1,0,3,0,C3,1161
13248823,69106634,P1,R1,2,210,150,40,1,0,3,0,C2,1161
13709092,65646888,P1,R1,2,115,100,25,1,0,1,1,C3,1161
5755910,29859334,P1,R1,4,180,250,80,4,20,3,297,C1,1161
12843196,66497629,P1,R1,8,350,500,75,4,25,2,325,C1,1161
10997047,57064175,P1,R1,4,152,150,125,2,15,3,325,C2,1161
4304969,1723274,P1,R1,4,159,500,75,2,50,1,294,C2,1161
1758953,9247845,P1,R1,2,200,100,50,0,0,1,306,C1,1161
8422876,21851356,P4,R2,2,99,200,49,1,0,2,321,C2,1159
14704882,876633,P3,R1,5,120,250,25,2,10,3,184,C2,1155
7738562,19427428,P1,R1,4,75,250,40,2,10,2,346,C2,1155
13179980,19427428,P1,R1,6,75,250,50,4,10,2,237,C2,1155
14197561,61261208,P3,R2,4,50,300,10,2,12,2,307,C2,1155
14792303,61261208,P5,R1,6,120,300,20,2,15,1,340,C3,1155
17665786,116819197,P1,R2,10,52,100,50,1,38,1,90,C1,1155
13876830,9626884,P1,R1,3,52,100,17,2,30,2,285,C1,1155
16152169,9626884,P1,R1,2,66,120,20,1,0,2,45,C1,1155
16155593,9626884,P1,R1,4,64,150,30,2,35,2,319,C1,1155
17782396,57456796,P9,R2,2,49,150,15,1,0,1,278,C1,1155
12247588,57456796,P1,R1,6,59,250,30,2,12,1,331,C1,1155
17815750,57456796,P9,R2,4,79,150,20,2,10,1,309,C1,1155
12136407,57456796,P1,R1,6,59,250,30,2,12,1,323,C1,1155
18126484,57456796,P9,R2,6,109,175,25,4,10,1,350,C1,1155
11143907,26283277,P3,R2,2,140,100,25,1,25,2,361,C2,1155
16270786,4232995,P1,R1,4,85,150,25,2,15,1,52,C2,1155
8079600,20060045,P1,R2,2,55,100,15,1,0,3,249,C1,1155
3883126,20060045,P1,R1,2,69,150,25,2,40,3,312,C1,1155
13666542,40672154,P1,R2,2,45,86,9,1,0,1,320,C3,1155
8265334,23082521,P1,R1,1,37,200,15,1,0,2,249,C2,1155
8027229,23082521,P3,R1,2,40,200,15,1,7,3,306,C2,1155
15898392,23082521,P1,R2,2,35,300,15,1,5,3,134,C1,1155
8608904,23082521,P1,R1,2,39,300,20,1,5,3,300,C1,1155
6010933,23082521,P1,R1,2,42,250,25,1,5,3,327,C2,1155
12015485,64279490,P1,R1,2,70,350,25,1,0,1,340,C1,1155
15472434,97929897,P1,R1,4,89,500,45,2,25,2,354,C1,1155
15502400,2210565,P1,R1,8,183,500,90,1,0,2,61,C1,1155
10897593,2210565,P1,R1,6,160,300,70,1,0,2,81,C1,1155
15489372,2210565,P1,R1,4,95,300,45,1,0,2,80,C1,1155
15878316,5056483,P1,R1,6,129,300,20,4,15,2,143,C2,1155
11315322,5056483,P1,R1,2,132,300,20,1,0,3,62,C1,1155
16749358,5056483,P1,R1,2,79,300,20,1,0,2,185,C2,1155
7643268,5056483,P1,R1,4,55,300,20,1,0,91,0,C1,1155
15896945,5056483,P1,R1,6,129,300,20,4,15,2,165,C2,1155
15905918,5056483,P1,R1,6,129,300,20,4,15,2,199,C2,1155
16341594,5056483,P1,R1,6,125,300,20,4,15,2,192,C2,1155
15879486,5056483,P1,R1,6,134,300,20,4,15,2,115,C2,1155
15881009,5056483,P1,R1,6,139,300,20,4,15,2,171,C2,1155
16435998,5056483,P3,R1,4,93,300,20,1,0,2,198,C2,1155
15896418,5056483,P1,R1,6,129,300,20,4,15,2,178,C2,1155
17275212,19293722,P1,R1,2,60,100,40,1,0,3,9,C2,1155
9228509,47973173,P5,R1,3,50,200,30,1,25,1,309,C2,1155
12461211,16436641,P1,R1,7,90,300,30,3,15,1,357,C1,1155
10162738,16436641,P1,R1,6,90,300,30,2,15,1,362,C1,1155
9885388,44823754,P1,R1,3,69,100,5,2,20,1,313,C3,1155
17129375,113199911,P1,R1,3,55,100,25,2,18,3,75,C1,1155
13178981,72856498,P1,R2,2,227,91,91,1,0,1,90,C3,1155
17523073,42119455,P1,R1,6,92,200,25,4,25,2,60,C3,1155
15609853,5997408,P1,R1,4,80,100,20,1,0,3,37,C2,1155
8385829,3170793,P1,R1,4,95,200,60,2,30,1,334,C2,1155
14456626,1718586,P1,R1,5,85,90,20,2,25,2,54,C3,1155
5285335,27364996,P1,R1,3,75,250,25,2,50,2,346,C1,1155
11298174,39944963,P1,R1,4,85,150,15,1,0,2,168,C2,1155
9321960,39944963,P1,R1,2,62,150,10,1,0,2,147,C2,1155
9587041,39944963,P1,R1,3,55,150,12,1,0,2,170,C2,1155
8395253,39944963,P1,R1,4,120,150,15,1,0,2,133,C2,1155
17052115,67046683,P1,R2,2,40,100,10,1,0,1,82,C3,1155
6143248,31866762,P1,R1,2,44,150,40,1,0,3,0,C2,1155
5567739,21479909,P1,R1,5,70,200,30,4,20,1,59,C1,1155
12102749,21479909,P1,R1,4,65,200,30,2,15,1,69,C1,1155
11317894,27353476,P1,R1,5,130,200,25,1,0,2,22,C1,1155
5829883,770466,P1,R1,2,62,450,8,1,0,1,105,C2,1155
5712833,27836578,P1,R1,10,100,700,25,2,30,1,181,C1,1155
4389632,10320461,P1,R1,2,100,200,40,1,40,2,238,C1,1155
16061536,104614695,P1,R1,4,130,400,50,1,0,2,287,C1,1155
14890124,2358427,P1,R1,2,60,500,30,1,0,5,312,C3,1155
17094331,91323429,P3,R1,6,98,400,50,1,25,2,308,C1,1155
12730848,43999244,P1,R1,2,69,175,45,1,0,1,285,C2,1155
8585748,45185586,P3,R1,6,800,499,50,3,0,1,365,C1,1155
13805595,46906529,P1,R1,2,50,150,25,1,0,1,131,C1,1155
11093448,46906529,P1,R1,2,60,150,30,1,0,1,80,C1,1155
10304946,2792958,P1,R1,4,109,100,25,2,15,1,323,C2,1155
13703362,36189188,P1,R1,2,70,275,22,1,0,3,6,C2,1155
6192136,32113440,P1,R1,4,55,200,15,2,15,1,0,C1,1155
11648644,2622273,P1,R2,2,45,94,12,1,0,1,313,C2,1155
8852668,5020609,P1,R1,2,55,200,15,1,0,3,12,C2,1155
6382198,33267800,P6,R1,8,120,200,50,1,0,4,0,C2,1155
4941259,25465409,P1,R1,7,160,350,60,1,0,1,344,C2,1155
8658137,45496925,P1,R2,3,105,300,30,1,0,2,363,C2,1155
8678244,45496925,P1,R1,5,195,300,30,1,0,3,362,C3,1155
14055542,84327584,P1,R1,2,210,200,10,1,0,2,90,C1,1155
6230446,32324419,P1,R1,3,121,350,38,3,105,2,130,C1,1155
5908949,5818707,P1,R1,4,75,400,50,2,10,5,342,C1,1155
6979708,7962010,P1,R2,2,50,200,40,1,5,4,364,C3,1155
3862152,7962010,P1,R2,2,50,200,40,1,0,7,325,C2,1155
12322841,18149438,P1,R1,6,239,600,80,2,30,3,363,C3,1155
7771607,4767009,P1,R2,2,40,100,20,2,0,6,125,C1,1155
16024583,14668086,P1,R1,4,60,200,20,2,10,2,3,C1,1155
17604797,119646299,P1,R1,4,80,500,45,2,10,2,341,C2,1155
9855781,17359382,P5,R1,3,95,300,20,1,25,1,365,C3,1155
3599724,3413483,P1,R1,4,45,200,30,1,15,2,335,C2,1155
11002252,10052630,P5,R1,2,75,300,30,1,0,5,9,C3,1155
4132812,21440162,P1,R1,2,80,200,15,1,0,2,345,C1,1155
6561874,6578273,P1,R1,7,175,200,50,1,0,3,64,C1,1155
6433104,17534262,P1,R1,4,78,150,30,2,15,3,296,C2,1155
15457019,2867953,P1,R1,4,60,400,40,2,20,4,92,C2,1155
13275584,2597916,P5,R1,3,50,200,18,2,10,2,171,C2,1155
9088632,9608272,P1,R1,4,73,500,30,1,0,3,34,C1,1155
16360857,45576129,P1,R1,4,80,200,30,1,0,3,362,C1,1155
4019479,20839831,P1,R1,4,70,200,20,2,20,1,8,C1,1155
8038316,42449229,P1,R1,2,50,500,30,2,15,10,94,C3,1155
13386312,5645266,P1,R1,6,70,90,15,2,5,2,16,C3,1155
4561066,23645482,P1,R1,6,130,400,40,1,0,2,319,C1,1155
12613606,68473366,P1,R1,4,78,200,20,2,10,1,344,C1,1155
7684580,38987856,P1,R1,3,90,200,30,2,10,3,59,C2,1155
16199353,46228315,P1,R1,6,70,300,35,2,15,2,65,C2,1155
11220077,55304169,P5,R1,5,82,250,60,4,20,3,328,C1,1155
6014454,31220040,P1,R1,4,87,200,25,1,0,1,322,C2,1155
8895960,16604479,P8,R2,2,45,150,5,1,5,1,346,C3,1155
8196854,30303018,P1,R1,3,95,200,20,2,0,5,154,C2,1157
11316211,5056483,P1,R1,3,132,300,20,1,0,91,0,C1,1157
4655172,5056483,P1,R1,4,88,300,20,1,0,91,326,C1,1157
5744710,26740273,P1,R1,5,60,150,30,2,12,5,328,C1,1157
7186675,37381568,P1,R1,2,60,600,30,1,0,3,358,C1,1157
13823798,40056603,P1,R1,4,75,200,20,1,0,2,40,C2,1157
13165291,2859658,P1,R1,4,120,407,25,1,0,3,26,C3,1157
2164726,2683990,P1,R1,2,55,150,20,1,20,3,355,C1,1156
4011423,19427428,P1,R1,4,69,250,40,2,15,2,7,C2,1156
804233,4232995,P5,R1,4,79,150,27,2,15,1,56,C2,1156
6672853,23082521,P1,R1,5,55,200,20,2,10,7,245,C3,1156
796995,995442,P1,R1,4,110,300,50,1,0,3,89,C1,1156
444866,2210565,P1,R1,6,285,500,90,1,0,2,138,C1,1156
4628957,5056483,P1,R1,2,132,300,20,1,0,3,0,C1,1156
1659486,7563348,P1,R1,4,89,150,65,2,20,2,0,C1,1156
1169900,3047800,P1,R1,2,59,150,35,1,0,2,315,C1,1156
3504967,17646753,P1,R1,4,70,300,15,4,25,1,358,C1,1156
3505384,17646753,P1,R1,4,100,300,15,4,25,1,362,C1,1156
3505299,17646753,P1,R1,8,169,300,30,6,50,1,351,C1,1156
1047270,1928242,P1,R1,3,90,500,40,2,38,3,343,C2,1156
2399092,770466,P1,R1,2,71,450,8,1,0,1,185,C2,1156
